//Fenrir Howl
2526,E_BANDIT,Dark Magician,Dark Magician,141,253145,1,44241,38034,1,1612,2450,74,312,136,99,61,121,121,49,10,12,0,5,21,0x91,180,1152,864,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2564,GEFFEN_FENRIR,Geffen Fenrir,Fenrir,160,20000000,1,323300,300000,1,2160,3060,200,70,200,100,200,200,220,100,10,12,1,7,48,0x6200085,200,900,864,480,0,0,0,0,0,0,0,22511,100,22511,100,22511,100,22511,100,22511,100,22511,100,0,0,0,0,0,0,4556,1
3100,MM_MANA_BLACK,Black Mana,Black Mana,1,100,1,0,0,1,2,3,1,1,1,1,1,1,1,1,10,12,1,5,21,0x91,500,1500,500,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3287,MH_ATROCE,Middle Fenrir,Middle Fenrir,155,14000000,1,20173060,19779080,1,7450,12530,100,130,250,120,190,40,250,50,10,12,1,5,21,0x91,150,576,600,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

//Jormungand Lair
2205,TACNU,Tacnu,Tacnu,120,55552,1,20000,2000,1,1151,1640,106,25,131,85,85,72,147,45,10,12,0,5,21,0x91,300,1500,500,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2535,FACEWORM_QUEEN_Y,Faceworm Queen (Yellow),Yellow Faceworm Queen,155,50000000,1,200000,200000,2,5000,2000,100,60,200,400,200,200,200,100,10,12,2,4,24,0x6283695,200,768,540,480,90909,617,2500,12246,2500,0,0,6649,5000,13090,100,996,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3273,MH_BAKONAWA_1,Jormungandr,Jormungandr,160,70000000,1,200000,200000,6,6500,8850,100,60,200,100,200,200,200,100,10,12,2,5,21,0x91,250,1500,500,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3327,PAD_M_DARK_KNIGHT,Human Jormungandr,Human Jormungandr,160,30000000,1,200000,200000,6,6500,8850,100,60,200,250,100,100,250,100,10,12,2,5,21,0x91,250,1500,500,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

//Fafnir Mountain
3344,PAD_C_D_DRAGON_H,Fafnir,Fafnir,160,70000000,1,200000,200000,6,6500,8850,100,60,200,250,100,100,250,100,10,12,2,5,21,0x91,250,1500,500,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

//Hel Realm
3323,PAD_M_FLAME_KNIGHT,Flame Knight,Flame Knight,110,2500000,1,0,0,2,2500,5300,100,60,100,100,100,100,100,100,10,12,2,5,21,0x91,500,1500,500,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3324,PAD_M_ICE_KNIGHT,Ice Knight,Ice Knight,110,2500000,1,0,0,2,2500,5300,100,60,100,100,100,100,100,100,10,12,2,5,21,0x91,500,1500,500,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3325,PAD_M_STONE_KNIGHT,Stone Knight,Stone Knight,110,2500000,1,0,0,2,2500,5300,100,60,100,100,100,100,100,100,10,12,2,5,21,0x91,500,1500,500,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3326,PAD_M_LIGHT_KNIGHT,Light Knight,Light Knight,110,2500000,1,0,0,2,2500,5300,100,60,100,100,100,100,100,100,10,12,2,5,21,0x91,500,1500,500,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3327,PAD_M_DARK_KNIGHT,Dark Knight,Dark Knight,110,2500000,1,0,0,2,2500,5300,100,60,100,100,100,100,100,100,10,12,2,5,21,0x91,500,1500,500,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3329,PAD_ECHIDNA,Echidna,Echidna,110,2500000,1,0,0,2,2500,5300,100,60,100,100,100,100,100,100,10,12,2,5,21,0x91,500,1500,500,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3330,PAD_SIREN,Siren,Siren,110,2500000,1,0,0,2,2500,5300,100,60,100,100,100,100,100,100,10,12,2,5,21,0x91,500,1500,500,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3331,PAD_LILITH,Lilith,Lilith,110,2500000,1,0,0,2,2500,5300,100,60,100,100,100,100,100,100,10,12,2,5,21,0x91,500,1500,500,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3332,PAD_HERA,Hera,Hera,110,2500000,1,0,0,2,2500,5300,100,60,100,100,100,100,100,100,10,12,2,5,21,0x91,500,1500,500,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2588,AB_DAEHYON,Hermod,Hermod,110,14000000,1,20173060,19779080,1,3450,7250,100,130,250,120,190,40,250,50,10,12,0,5,21,0x91,500,1500,500,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3628,EP16_2_H_HUNTER_EV,Hel,Hel,150,45000000,1,20173060,19779080,3,7450,12530,100,130,250,120,190,40,250,50,10,12,2,5,21,0x91,75,576,600,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
